text,domain,intent
is it forecast to be chilly here on july 14,inscope,GetWeather
put claude vonstroke onto my this is earth  wind & fire,inscope,AddToPlaylist
what s the weather in macclenny,inscope,GetWeather
show movie schedule at cinemark theatres,inscope,SearchScreeningEvent
get me articles on earthquake preparedness,oos,oos
add concrete roots to punk español playlist,inscope,AddToPlaylist
i need seats for 6 at a place in ak,inscope,BookRestaurant
how s the forecast looking for supper time in dresbach vanuatu,inscope,GetWeather
what are the movie times for films playing in the area,inscope,SearchScreeningEvent
what do i put on my feet,oos,oos
play me a seventies ep,inscope,PlayMusic
find live at memory lane,inscope,SearchCreativeWork
give 5 out of 6 stars to coming home,inscope,RateBook
rate seven pillars of wisdom two points,inscope,RateBook
rate ecology: from individuals to ecosystems five out of 6 stars,inscope,RateBook
find digimon next,inscope,SearchCreativeWork
book a reservation for city tavern in long bridge,inscope,BookRestaurant
are trees absolutely necessary to survive,oos,oos
should i invest in microsoft stock,oos,oos
book a popular bar in chowchilla,inscope,BookRestaurant
how much hotter will it be here tomorrow,inscope,GetWeather
play the song victim of changes from hawkshaw hawkins on spotify,inscope,PlayMusic
will the weather be okay in northern luzon heroes hill national park 4 and a half months from now,inscope,GetWeather
put conway twitty in the this is tchaikovsky playlist  ,inscope,AddToPlaylist
will it be warmer at lunch in prentice  armenia,inscope,GetWeather
rate gray mountain a zero,inscope,RateBook
what time is mon amour: shesher kobita revisited playing,inscope,SearchScreeningEvent
search for the game the last horror movie,inscope,SearchCreativeWork
book a restaurant with a pool far from robbie s hostel for me  chandra and noelle at nine pm ,inscope,BookRestaurant
show me the movie schedules for animated movies around here,inscope,SearchScreeningEvent
book a food court in supper time distant from northern mariana islands for me  winnie and courtney ,inscope,BookRestaurant
add tune to my hot 50,inscope,AddToPlaylist
please activate a wireless hotspot so i can use the internet,oos,oos
what is the movie schedule for animated movies in the area,inscope,SearchScreeningEvent
play a top ryuichi kawamura chant on groove shark,inscope,PlayMusic
give the current book 0 out of 6 points,inscope,RateBook
what is the cheapest online price for the instincts saga,inscope,SearchCreativeWork
what s the weather supposed to be like in elmer city,inscope,GetWeather
what will the weather be like here next week,inscope,GetWeather
can you book me an appointment at a car wash,oos,oos
book something for my girlfriend and i at a food truck that has pizzas in brookwood on october fifteenth  2020,inscope,BookRestaurant
what s the weather on august seventh for crystal lawns guam,inscope,GetWeather
play the música da série de filmes o hobbit album by alex otaola,inscope,PlayMusic
rate this textbook a 2 ,inscope,RateBook
play noctámbulo pl,inscope,PlayMusic
rate this novel four stars,inscope,RateBook
fine movie times for loews cineplex entertainment ,inscope,SearchScreeningEvent
book a stuffed ham serving pizzeria in independence corner,inscope,BookRestaurant
find a soundtrack called the woman warrior ,inscope,SearchCreativeWork
play music from 1977,inscope,PlayMusic
can i get the movie schedules in the neighbourhood for the newest films,inscope,SearchScreeningEvent
i want another artist on my atmospheric black metal playlist,inscope,AddToPlaylist
please play jag vill leva i europa by porta,inscope,PlayMusic
what is the forecast for mar  8th in friesland  tennessee,inscope,GetWeather
play the last track by shavo odadjian,inscope,PlayMusic
rate this textbook 2 out of 6,inscope,RateBook
rate the doomsters four out of 6 stars,inscope,RateBook
rate this album 0 points,inscope,RateBook
give zero points out of 6 to the devil in a forest,inscope,RateBook
find the trailer for live at hull,inscope,SearchCreativeWork
i wish to hear the playlist estado de ánimo on last fm ,inscope,PlayMusic
show creativity in the red saga,inscope,SearchCreativeWork
play me some music by prince alla from the twenties,inscope,PlayMusic
rate this album a 3,inscope,RateBook
where can i find the tv show a step away,inscope,SearchCreativeWork
add this track to clásicos del hip hop español,inscope,AddToPlaylist
what will the weather be at thirteen in nj,inscope,GetWeather
add this song to indie hipster,inscope,AddToPlaylist
find a picture called how much wood would a woodchuck chuck,inscope,SearchCreativeWork
add bulat schalwowitsch okudschawa to retro pop,inscope,AddToPlaylist
can you play some synthpop music on youtube,inscope,PlayMusic
play my hype playlist on youtube ,inscope,PlayMusic
is it freezing far from here on 12/5/2032,inscope,GetWeather
find a tv show called union ,inscope,SearchCreativeWork
which stocks should i invest in to get at least 5% back on my investment this year,oos,oos
i am giving fifty years a hunter and trapper a 1 rating ,inscope,RateBook
can you search for twilight is gone,inscope,SearchCreativeWork
i d like to watch mission to mir,inscope,SearchScreeningEvent
play 1990 tunes on groove shark,inscope,PlayMusic
rate beyond the shadows 3 of 6 stars,inscope,RateBook
book a taverna for a party of 10,inscope,BookRestaurant
add already over  pt 2 to hip hop 2017 new school,inscope,AddToPlaylist
can you play deezer from 2007,inscope,PlayMusic
is this film going to be at malco theatres,inscope,SearchScreeningEvent
give this essay one star out of 6,inscope,RateBook
show creativity of the game everything at once,inscope,SearchCreativeWork
play music from negerpunk,inscope,PlayMusic
show me the advocate,inscope,SearchCreativeWork
is it warmer in monson  u s  minor outlying islands,inscope,GetWeather
what is the forecast for here one second from now,inscope,GetWeather
i think the current album should get a four out of 6 rating  ,inscope,RateBook
the current saga deserves a 5 rating  ,inscope,RateBook
is amco entertainment showing cien caseya today,inscope,SearchScreeningEvent
what is the paranormal activity: ghost dimension album,inscope,SearchCreativeWork
book a spot for 1 at a pub with internet,inscope,BookRestaurant
i d like to eat around id on august the 16th with a party of 8,inscope,BookRestaurant
i d like to watch movies at kb theatres,inscope,SearchScreeningEvent
book a table for 2 at the seward community cafe within the same area in shabbona,inscope,BookRestaurant
in one hundred twenty seven days i d like to eat at a pizzeria in north lima,inscope,BookRestaurant
play anything from the twenties,inscope,PlayMusic
can i watch flower and snake at movie house in one hour from now,inscope,SearchScreeningEvent
put some stu phillips in the women of acoustic playlist  ,inscope,AddToPlaylist
can you please find me the biggest loser brunei: the spirit of life photograph,inscope,SearchCreativeWork
add this tune to my rock this,inscope,AddToPlaylist
please find me the work  instrumental directions ,inscope,SearchCreativeWork
rate this album a 1,inscope,RateBook
book a table at a bar in cambodia that serves cheese fries ,inscope,BookRestaurant
find a trailer called eurythmics discography ,inscope,SearchCreativeWork
which houses do not have automatic spot lights in front of their garage,oos,oos
how much does it cost to spay a puppy,oos,oos
rate the current book three stars,inscope,RateBook
will it be warmer in poplar bluff,inscope,GetWeather
rate the current essay five out of 6 stars,inscope,RateBook
play me some music youtube,inscope,PlayMusic
add barry mcguire to my playlist called have a laugh ,inscope,AddToPlaylist
put this album on totally alternative,inscope,AddToPlaylist
how do i set the time on my tag heuer,oos,oos
i want to hear music from the sixties ,inscope,PlayMusic
when and where is distrowatch playing,inscope,SearchCreativeWork
book a restaurant for august fourth not far from the marshall islands ,inscope,BookRestaurant
what's the dominant minor for the key of bflat,oos,oos
play are & be,inscope,PlayMusic
find the world is ours at a movie theatre,inscope,SearchScreeningEvent
find a video game called peaches discography ,inscope,SearchCreativeWork
book a spot for nine in lavalette guam,inscope,BookRestaurant
i think that the wizard is a four of 6 ,inscope,RateBook
find me the book the van dyke show,inscope,SearchCreativeWork
play a 1991 song by anila mirza,inscope,PlayMusic
can you play me a track from the nineties,inscope,PlayMusic
will there be a depression in wheatley,inscope,GetWeather
will it be stormy in deposit,inscope,GetWeather
add track nature noise to my playlist,inscope,AddToPlaylist
rate the current book 1 of 6 points,inscope,RateBook
is prophecy playing at malco theatres,inscope,SearchScreeningEvent
add the private collection onto my cena elegante playlist please ,inscope,AddToPlaylist
what is love in a mist,inscope,SearchCreativeWork
what is the closest movie house playing house of the dead 2,inscope,SearchScreeningEvent
play intense studying playlist on itunes ,inscope,PlayMusic
please book reservations for 3 people at a restaurant in alderwood manor,inscope,BookRestaurant
rate the current novel 3 of 6 stars,inscope,RateBook
rate the current chronicle series 4 out of 6 points,inscope,RateBook
diana in search of herself is average and gets a 3 out of 6 points,inscope,RateBook
play me a 1958 adam yauch concerto on groove shark,inscope,PlayMusic
show me the picture sex and drugs and jesus christ,inscope,SearchCreativeWork
is a short film about killing at north american cinemas,inscope,SearchScreeningEvent
find a novel called nature reviews genetics ,inscope,SearchCreativeWork
open vimeo and play music ,inscope,PlayMusic
i d like to book a table at a restaurant for a group of 4,inscope,BookRestaurant
give this book a rating of two out of 6 ,inscope,RateBook
search for the picture foghat,inscope,SearchCreativeWork
use the service itunes to play melody from 1998,inscope,PlayMusic
rate to your scattered bodies go a 1 out of 6,inscope,RateBook
find the movie schedule for b&b theatres ,inscope,SearchScreeningEvent
rate this album one value,inscope,RateBook
i give this next essay zero out of 6 points,inscope,RateBook
is it hot in gold beach  bahrain ,inscope,GetWeather
can i buy the book vacation of petrov and vasechkin online,inscope,SearchCreativeWork
play some drum & bass,inscope,PlayMusic
show me the only the strong survive photograph,inscope,SearchCreativeWork
